,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,cluster
406,0.38,0.5,0.3,0.4,0.24,0.32,0.26,0.3,0.52,0.46,0.42,0.04,0.4,0.3,0.22,0.5,0.58,0.88,0.58,0.44,0.82,0.52,0.5,0.98,0.82,0.82,0.14,0.04,0.4,0.0,0.12,0.14,0.16,0.1,0.22,0.22,0.26,0.48,0.02,0.24,0.48,0.22,0.46,0.36,0.22,0.32,0.42,0.46,0.46,0.36,0.68,1.0,1
407,0.0,0.27,0.38,0.12,0.46,0.38,0.38,0.23,0.62,0.35,0.46,0.38,0.35,0.35,0.23,0.46,0.5,1.0,0.46,0.81,0.73,0.65,0.5,0.54,0.81,0.58,0.08,0.19,0.12,0.23,0.19,0.19,0.08,0.42,0.54,0.0,0.15,0.38,0.38,0.27,0.15,0.5,0.42,0.31,0.27,0.5,0.5,0.54,0.62,0.62,0.46,0.96,1
408,0.27,0.31,0.12,0.04,0.54,0.19,0.54,0.23,0.19,0.35,0.31,0.35,0.08,0.27,0.23,0.35,0.54,0.5,0.54,0.15,0.54,0.5,0.58,1.0,0.54,0.58,0.15,0.35,0.15,0.08,0.31,0.35,0.0,0.04,0.19,0.08,0.19,0.15,0.23,0.35,0.27,0.12,0.38,0.12,0.04,0.35,0.08,0.35,0.46,0.38,0.58,0.5,1
409,0.43,0.14,0.43,1.0,0.57,0.29,0.14,0.0,0.0,0.57,0.14,0.14,0.71,0.43,0.57,0.71,0.43,0.71,0.14,0.0,0.29,0.57,0.29,0.29,0.71,0.57,0.14,0.0,0.29,0.71,0.43,0.57,0.0,0.29,0.14,0.14,0.29,0.29,0.43,0.14,0.0,0.86,0.43,0.0,0.57,0.43,0.29,0.71,0.29,0.14,0.29,0.43,1
410,0.18,0.29,0.41,0.35,0.65,0.59,0.53,0.29,0.35,0.18,0.47,0.47,0.65,0.47,0.53,0.76,0.65,0.47,0.65,0.65,0.65,0.53,1.0,0.71,0.65,0.71,0.06,0.12,0.24,0.06,0.59,0.24,0.12,0.0,0.59,0.47,0.41,0.41,0.47,0.47,0.65,0.12,0.29,0.65,0.24,0.41,0.59,0.59,0.59,0.94,0.94,0.88,1
411,0.22,0.22,0.11,0.11,0.56,0.22,0.78,0.33,0.56,0.44,0.67,0.33,0.33,0.22,0.56,0.22,0.33,0.44,0.11,0.33,0.33,0.44,0.11,0.22,1.0,0.89,0.11,0.67,0.11,0.22,0.0,0.22,0.44,0.22,0.44,0.33,0.22,0.44,0.33,0.22,0.78,0.22,0.33,0.22,0.22,0.22,0.78,0.56,0.22,0.11,0.11,0.67,1
412,0.29,0.57,0.29,0.43,0.86,1.0,0.43,1.0,0.86,0.43,0.29,0.43,0.86,0.57,1.0,0.14,0.57,0.86,1.0,0.57,0.57,0.29,0.43,0.43,0.86,0.43,0.14,0.71,0.71,0.86,0.0,0.29,0.86,0.57,0.14,0.57,0.14,0.14,0.29,0.0,0.29,0.29,0.29,0.43,0.57,0.29,0.0,0.29,0.14,0.43,0.71,0.57,0
413,0.2,0.2,0.2,0.0,0.0,0.0,0.4,0.2,0.2,0.4,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.2,0.0,0.0,0.4,0.0,0.0,0.0,0.4,0.2,0.0,0.2,0.2,0.0,0.6,0.0,0.0,0.2,0.2,0.4,0.2,0.2,0.2,1.0,0.2,0.0,0.4,0.2,0.4,0.2,0.2,0.6,0.2,0.2,0.6,0.6,2
414,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,2
415,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.33,0.0,0.0,0.0,0.0,0.33,0.0,0.67,0.33,0.0,0.0,0.33,0.0,0.0,0.0,0.33,0.0,2
416,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,2
417,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
419,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.4,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.6,0.0,0.4,0.4,0.0,0.0,0.2,0.0,0.0,0.4,0.0,0.2,0.2,0.0,0.0,0.2,0.2,0.0,0.4,0.0,0.0,0.2,0.6,0.2,0.2,0.0,0.2,1.0,0.2,0.2,2
420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3
421,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,2
422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
423,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
426,0.79,0.42,0.42,0.47,0.32,0.53,0.37,0.42,0.47,0.47,0.32,0.26,0.47,0.16,0.42,0.68,0.47,0.0,1.0,0.37,0.42,0.42,0.58,0.63,0.68,0.63,0.26,0.42,0.26,0.11,0.11,0.21,0.32,0.47,0.58,0.32,0.16,0.32,0.11,0.37,0.47,0.37,0.47,0.37,0.42,0.16,0.37,0.47,0.32,0.63,0.53,0.53,1
427,0.42,0.16,0.47,0.37,0.53,0.37,0.47,0.32,0.37,0.42,0.26,0.58,0.58,0.0,0.21,0.16,0.21,0.37,0.74,0.68,0.26,0.63,0.58,0.47,0.84,0.47,0.21,0.21,0.21,0.16,0.26,0.21,0.42,0.16,0.32,0.53,0.32,0.26,0.21,0.37,0.37,0.32,0.21,0.21,0.37,0.37,0.32,0.42,0.68,0.32,1.0,0.79,1
428,0.15,0.38,0.23,0.08,0.31,0.38,0.54,0.54,0.54,0.46,0.54,0.46,0.92,0.23,0.0,0.31,0.38,0.54,0.62,0.62,0.54,0.77,0.69,0.62,0.85,0.77,0.0,0.31,0.23,0.23,0.23,0.08,0.15,0.46,0.0,0.62,0.23,0.23,0.31,0.38,0.31,0.0,0.38,0.54,0.23,0.31,0.38,0.31,0.31,0.46,0.38,1.0,1
429,0.22,0.28,0.22,0.17,0.22,0.17,0.0,0.39,0.33,0.33,0.22,0.33,0.44,0.28,0.5,0.28,0.11,0.11,0.28,0.56,0.61,0.44,0.72,0.22,0.94,0.5,0.28,0.06,0.22,0.06,0.17,0.06,0.39,0.0,0.39,0.17,0.39,0.22,0.61,0.22,0.17,0.33,0.33,0.39,0.44,0.33,0.56,0.17,0.33,1.0,0.39,0.67,1
430,0.07,0.2,0.27,0.13,0.07,0.07,0.0,0.27,0.13,0.27,0.33,0.27,0.07,0.4,0.2,0.27,0.07,0.13,0.13,0.13,0.07,0.27,0.6,0.47,0.33,0.27,0.0,0.0,0.07,0.2,0.13,0.2,0.13,0.13,0.13,0.2,0.13,0.07,0.6,0.4,0.07,0.0,0.07,0.27,0.33,0.07,0.13,0.2,0.13,0.4,0.13,1.0,2
431,0.22,0.0,0.78,0.11,0.33,0.22,0.11,0.11,0.33,0.22,0.11,0.33,0.22,0.11,0.44,0.44,0.33,0.33,0.22,0.22,0.22,0.44,0.22,0.22,0.11,0.67,0.33,0.33,0.22,0.11,0.22,0.22,0.22,0.44,0.0,0.33,0.11,0.0,0.22,0.44,0.22,0.33,0.33,0.78,0.44,0.11,0.67,0.33,0.0,0.11,0.44,1.0,1
432,0.64,0.44,0.48,0.48,0.36,0.32,0.64,0.2,0.32,0.6,0.4,0.48,0.4,0.48,0.96,0.52,0.48,0.32,0.6,0.96,0.52,0.36,1.0,0.56,0.44,0.68,0.52,0.52,0.4,0.44,0.36,0.2,0.64,0.72,0.52,0.32,0.4,0.12,0.2,0.6,0.0,0.48,0.12,0.32,0.68,0.4,0.72,0.2,0.32,0.08,0.44,0.92,1
433,0.52,0.13,0.17,0.43,0.35,0.17,0.3,0.52,0.17,0.3,0.43,0.04,0.09,0.48,0.43,0.52,0.39,0.22,0.48,0.26,0.39,0.13,0.35,0.43,1.0,0.48,0.22,0.39,0.0,0.22,0.09,0.39,0.09,0.17,0.13,0.22,0.26,0.17,0.17,0.3,0.13,0.09,0.17,0.17,0.61,0.17,0.13,0.43,0.35,0.13,0.61,0.52,1
434,0.54,0.31,1.0,0.46,0.23,0.54,0.46,0.23,0.31,0.54,0.62,0.62,0.92,0.46,0.54,0.38,0.54,0.38,0.31,0.31,0.62,1.0,0.38,0.85,0.62,0.92,0.46,0.23,0.08,0.23,0.15,0.38,0.31,0.46,0.46,0.46,0.69,0.62,0.38,0.31,0.62,0.62,0.31,0.15,0.54,0.54,0.31,0.54,0.0,0.38,0.46,0.69,1
435,0.33,0.33,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.33,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.33,0.67,0.0,0.0,2
436,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.5,1.0,0.5,0.0,0.5,0.0,0.5,2
437,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
438,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2
439,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.5,1.0,1.0,0.5,0.0,0.0,0.0,3
440,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,2
441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.33,0.33,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.33,0.33,0.0,0.0,0.0,2
443,0.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.33,0.0,1.0,0.0,0.0,0.33,0.0,0.0,2
444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.0,0.33,0.33,0.0,0.33,0.0,0.0,0.0,1.0,2
445,0.0,0.5,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.75,1.0,2
446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.5,2
447,0.33,0.0,0.0,0.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.67,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,2
448,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,2
449,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.33,0.0,0.0,0.0,1.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.67,2
450,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2
451,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,2
452,0.0,0.0,0.33,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.0,0.0,0.67,0.33,0.0,0.0,0.33,0.0,0.33,0.33,0.0,0.67,0.0,0.0,0.33,0.33,1.0,0.0,0.0,0.0,0.33,0.0,0.33,0.0,0.0,0.33,0.33,0.33,0.33,0.0,2
453,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.33,0.0,0.0,0.33,0.0,0.67,0.0,0.33,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.0,0.0,0.33,0.0,0.33,0.33,0.33,0.33,0.0,1.0,0.67,2
454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.5,2
456,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,2
457,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0,1.0,0.0,0.5,2
458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
459,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2
460,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2
462,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2
463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2
464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2
466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,2
468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
469,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2
470,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
